Reporting Economy,Product/Sector,Partner Economy,2013,2014,2015,2016,2017,2018,2019
Costa Rica,MT2 - 02 - Dairy products,Sweden,,,,,,29,
Costa Rica,MT2 - 02 - Dairy products,Switzerland,42680,84694,114714,42135,64455,45992,
Costa Rica,MT2 - 02 - Dairy products,Thailand,,,,,,13,
Costa Rica,MT2 - 02 - Dairy products,Ukraine,,34297,117313,68996,75673,80337,
Costa Rica,MT2 - 02 - Dairy products,United Kingdom,,1071,1606,57,503,618,
Costa Rica,MT2 - 02 - Dairy products,United States of America,10432095,13505071,12979325,14759353,15083545,20378041,
Costa Rica,MT2 - 02 - Dairy products,Uruguay,371621,425928,476638,48627,91319,278392,
Costa Rica,MT2 - 02 - Dairy products,"Venezuela, Bolivarian Republic of",,,,142,,,
Costa Rica,MT2 - 02 - Dairy products,Viet Nam,,,,,,80,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",World,264835858,288146708,296680178,311198366,350144699,321983907,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Albania,,,,,,1123,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Argentina,1442885,2942125,5491505,1725188,4693950,4563940,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Australia,1209,518,,20,5783,8976,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Austria,54511,53272,30472,40826,58821,67369,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Barbados,,149,,,40,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Belgium,154108,843291,1586419,2400287,4336516,5442638,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Belize,,2,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants","Bolivia, Plurinational State of",140740,120088,111195,183279,250684,1113071,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Brazil,665507,369633,574768,404910,246108,771884,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Bulgaria,,13559,6817,,174,9763,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Cameroon,,,,,,60,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Canada,18075877,18223886,19089585,20193720,21922983,16349640,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Chile,26205130,25653733,26148376,34193872,34962192,31847396,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",China,27338970,27706253,29958782,34676722,32908888,26725009,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Colombia,1739225,1761930,1539891,1546858,1646225,1853769,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Cuba,11753,11481,4471,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Curaçao,294,,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Czech Republic,,4117,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Denmark,328119,224933,228332,465254,359275,233719,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Dominican Republic,284878,379697,538810,827247,1196211,780227,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Ecuador,336432,1367992,340739,473370,190335,359255,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Egypt,103360,114593,188062,135664,159873,195556,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",El Salvador,1665467,2222261,2616688,2440354,2295589,2957014,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Ethiopia,,,,1121,2816,1430,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Finland,,,,1739,17482,9173,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",France,528211,629857,1150650,965675,2393241,2243286,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Germany,748212,1318447,1041648,840538,1938453,1833414,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Ghana,,,,,5567,2992,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Greece,82341,105510,247638,308688,297202,252411,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Grenada,,,2199,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Guatemala,13760020,13509920,12235812,13040345,13014788,12539117,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Guinea,14,,,,,856,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Haiti,25286,19115,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Honduras,4998558,2485187,1888629,2896349,3691421,3469385,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants","Hong Kong, China",67639,82994,31431,152156,28704,45759,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Hungary,,1,,,,480,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",India,1280625,703220,532650,624429,808323,757098,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Indonesia,231971,394572,814509,386974,564089,812234,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Iran,,,3035,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Ireland,14934,,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Israel,1106750,230657,428071,127272,226479,190982,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Italy,2285080,2642494,1906217,2335046,2507257,3633992,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Jamaica,1663,1530,,,48,161,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Japan,38139,21738,17864,14937,5718,5694,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Kenya,5731,8241,10647,18319,3329,3701,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants","Korea, Republic of",17811,113731,19044,2208,71,92,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Madagascar,,,,,,1090,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Malaysia,12791,51822,19280,,,1352,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Mexico,26297116,26829020,21147936,9151147,11056922,10364952,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Morocco,79719,75558,90243,99459,134014,58836,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Netherlands,8511579,10692707,10125896,12124170,12075498,12942166,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",New Zealand,365806,454918,512368,340539,409339,410501,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Nicaragua,20267371,30951611,23548722,26802977,40457983,44145578,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Nigeria,3268,3358,,,11912,59170,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",North Macedonia,,,1092,8768,6152,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Norway,,,,,,98,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Pakistan,42623,,8980,,,578,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Panama,491627,347089,381401,718117,631922,351678,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Paraguay,,59,3464,,,2698,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Peru,3540782,4215162,9617330,16557382,15429307,14007618,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Philippines,479859,442996,269971,498807,590503,930030,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Poland,14330,8476,55644,94740,83553,94980,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Portugal,12815,2923,65413,5485,172360,507128,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Romania,,,,,6930,80,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Russian Federation,177,,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Saint Lucia,5,,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants","Saudi Arabia, Kingdom of",,,,,223,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Serbia,,192,494,,4811,1357,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Singapore,70697,142809,,108394,69726,4965,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Slovak Republic,28664,,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Slovenia,8889,,,61,1592,3347,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",South Africa,31553,13191,,13284,104983,43378,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Spain,2664848,3439998,2776286,4006907,4924198,5375291,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Sri Lanka,429,56527,93244,54362,11992,71294,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Sudan,,,4085,4390,14685,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Suriname,,,,54,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Sweden,14065,149,368,551,2265,366,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Switzerland,186031,54379,35658,147638,139261,138460,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Syrian Arab Republic,8958,,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Chinese Taipei,54375,199368,61769,215118,101015,94420,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Thailand,2129064,1890112,2163092,1786569,2477929,2371630,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Trinidad and Tobago,10535,214,423,68,1861,353,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Tunisia,2859,,,428,12946,11455,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Turkey,341646,341541,642639,445872,937314,544479,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Uganda,951,453,3749,602,636,348,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Ukraine,70275,,2258,,,2722,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,,35,7329,54,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",United Kingdom,161450,483456,546853,721825,38597,93893,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",United States of America,81241698,88671015,91727545,90239388,99804556,99751929,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Uruguay,13210,3503,13097,35095,131,2974,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Uzbekistan,39665,,,,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants","Venezuela, Bolivarian Republic of",56,,,50,,,
Costa Rica,"MT2 - 03 - Fruits, vegetables, plants",Viet Nam,86409,654497,450927,890145,1959292,2252111,
Costa Rica,"MT2 - 04 - Coffee, tea",World,47624230,73193592,64393580,69245137,63761501,65069987,
Costa Rica,"MT2 - 04 - Coffee, tea",Argentina,150578,300651,105813,264288,1461927,156936,
Costa Rica,"MT2 - 04 - Coffee, tea",Australia,,7,,31,23,156,
Costa Rica,"MT2 - 04 - Coffee, tea",Austria,,4807,3064,3340,3000,6101,
Costa Rica,"MT2 - 04 - Coffee, tea",Bangladesh,,,,984,6098,3080,
Costa Rica,"MT2 - 04 - Coffee, tea",Barbados,,,,1869,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Belgium,551524,509013,585030,711176,848674,1011681,
Costa Rica,"MT2 - 04 - Coffee, tea",Belize,,15,,,27,,
Costa Rica,"MT2 - 04 - Coffee, tea","Bolivia, Plurinational State of",71508,39975,83860,89659,51540,147020,
Costa Rica,"MT2 - 04 - Coffee, tea",Brazil,457944,541881,537451,310376,106200,1397036,
Costa Rica,"MT2 - 04 - Coffee, tea",Bulgaria,,,,725,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Burundi,,,,61,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Canada,1349662,823025,876219,875257,967804,943080,
Costa Rica,"MT2 - 04 - Coffee, tea",Chile,3455797,3516680,3375456,4277962,4210583,3440271,
Costa Rica,"MT2 - 04 - Coffee, tea",China,644938,585296,979124,1228174,578174,508378,
Costa Rica,"MT2 - 04 - Coffee, tea",Colombia,2034775,2094202,2173333,2970075,3458213,5608159,
Costa Rica,"MT2 - 04 - Coffee, tea",Côte d'Ivoire,,,42093,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Czech Republic,,,,258,61,52,
Costa Rica,"MT2 - 04 - Coffee, tea",Denmark,120684,232497,237707,198930,223734,124762,
Costa Rica,"MT2 - 04 - Coffee, tea",Dominica,,,60,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Dominican Republic,14223,44,36668,,7189,1129,
Costa Rica,"MT2 - 04 - Coffee, tea",Ecuador,680660,300256,240418,126933,328241,211900,
Costa Rica,"MT2 - 04 - Coffee, tea",Egypt,13358,,,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",El Salvador,348753,822084,436633,216484,162595,177738,
Costa Rica,"MT2 - 04 - Coffee, tea",Finland,,,,82,38,,
Costa Rica,"MT2 - 04 - Coffee, tea",France,99196,52527,279112,141496,104337,93945,
Costa Rica,"MT2 - 04 - Coffee, tea",Germany,355391,573665,523136,623163,495641,600123,
Costa Rica,"MT2 - 04 - Coffee, tea",Greece,43,,,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Guatemala,2617472,6240018,3312808,3397909,2192423,1692952,
Costa Rica,"MT2 - 04 - Coffee, tea",Honduras,1365314,5383263,6487475,8476419,7840230,9846900,
Costa Rica,"MT2 - 04 - Coffee, tea","Hong Kong, China",644,5321,11879,1278,3333,3450,
Costa Rica,"MT2 - 04 - Coffee, tea",Hungary,,10,,42,3733,7239,
Costa Rica,"MT2 - 04 - Coffee, tea",India,2782,148414,36562,10925,35272,32177,
Costa Rica,"MT2 - 04 - Coffee, tea",Indonesia,170,,,,65,,
Costa Rica,"MT2 - 04 - Coffee, tea",Ireland,269453,242452,168232,110197,163352,175761,
Costa Rica,"MT2 - 04 - Coffee, tea",Israel,,305,3643,,38,212,
Costa Rica,"MT2 - 04 - Coffee, tea",Italy,350701,500541,435352,609589,715594,716733,
Costa Rica,"MT2 - 04 - Coffee, tea",Jamaica,89,52,,,,459,
Costa Rica,"MT2 - 04 - Coffee, tea",Japan,18507,,16102,37052,66409,43691,
Costa Rica,"MT2 - 04 - Coffee, tea",Kenya,18319,37686,45072,5369,33021,8872,
Costa Rica,"MT2 - 04 - Coffee, tea","Korea, Republic of",40,,452,283,,228,
Costa Rica,"MT2 - 04 - Coffee, tea",Luxembourg,,,20565,237,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Malaysia,891,203086,282097,78815,174001,94403,
Costa Rica,"MT2 - 04 - Coffee, tea",Mexico,4937183,7692004,7363960,8093975,8360149,8308487,
Costa Rica,"MT2 - 04 - Coffee, tea",Myanmar,1579,,,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Nepal,,,,,28,,
Costa Rica,"MT2 - 04 - Coffee, tea",Netherlands,239560,89964,173022,335411,106938,129199,
Costa Rica,"MT2 - 04 - Coffee, tea",New Zealand,,57,,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Nicaragua,2667427,13690870,6366689,4801178,2166562,2000674,
Costa Rica,"MT2 - 04 - Coffee, tea",Pakistan,,,,,58,,
Costa Rica,"MT2 - 04 - Coffee, tea",Panama,89538,1207478,114828,264883,324316,288873,
Costa Rica,"MT2 - 04 - Coffee, tea",Papua New Guinea,,,,,101,,
Costa Rica,"MT2 - 04 - Coffee, tea",Paraguay,328226,250750,232035,406707,92826,270484,
Costa Rica,"MT2 - 04 - Coffee, tea",Peru,768941,3001003,1688942,2115349,1214498,1273188,
Costa Rica,"MT2 - 04 - Coffee, tea",Philippines,149,,,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Poland,392970,508681,589923,545254,448701,642892,
Costa Rica,"MT2 - 04 - Coffee, tea",Portugal,,,,229,46769,5263,
Costa Rica,"MT2 - 04 - Coffee, tea",Romania,,78843,268708,203581,112410,,
Costa Rica,"MT2 - 04 - Coffee, tea",Russian Federation,,,61,12,74,,
Costa Rica,"MT2 - 04 - Coffee, tea",Samoa,,,,,,27,
Costa Rica,"MT2 - 04 - Coffee, tea",Singapore,311071,277202,267648,362693,295495,329928,
Costa Rica,"MT2 - 04 - Coffee, tea",Slovak Republic,,,5,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",South Africa,68,,,,566,,
Costa Rica,"MT2 - 04 - Coffee, tea",Spain,2071444,1463001,2112982,2036800,2844915,1834256,
Costa Rica,"MT2 - 04 - Coffee, tea",Sri Lanka,43311,129243,67817,95693,146833,97764,
Costa Rica,"MT2 - 04 - Coffee, tea",Sweden,10790,22983,11736,22850,27647,23513,
Costa Rica,"MT2 - 04 - Coffee, tea",Switzerland,960106,728474,617325,989073,842009,1024052,
Costa Rica,"MT2 - 04 - Coffee, tea",Chinese Taipei,4664,5600,8676,3649,14386,2759,
Costa Rica,"MT2 - 04 - Coffee, tea",Thailand,76459,28237,27,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Trinidad and Tobago,317,1319,,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",Turkey,414335,394406,702598,786369,522193,672472,
Costa Rica,"MT2 - 04 - Coffee, tea",Uganda,100,,,,,,
Costa Rica,"MT2 - 04 - Coffee, tea",United Arab Emirates,,25,18,10175,13339,,
Costa Rica,"MT2 - 04 - Coffee, tea",United Kingdom,419686,633543,683836,843966,766100,899809,
Costa Rica,"MT2 - 04 - Coffee, tea",United States of America,18201643,18416903,20298784,20857828,19599250,18681275,
Costa Rica,"MT2 - 04 - Coffee, tea",Uruguay,,96,,72,,,
Costa Rica,"MT2 - 04 - Coffee, tea","Venezuela, Bolivarian Republic of",25622,70,8080,15957,2658,28670,
Costa Rica,"MT2 - 04 - Coffee, tea",Viet Nam,,,528,4,14564,,
Côte d'Ivoire,MT2 - 01 - Animal products,World,86863013,99554131,,80546353,87943214,,
Côte d'Ivoire,MT2 - 01 - Animal products,Andorra,,,,392,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Argentina,1947910,200328,,312800,372113,,
Côte d'Ivoire,MT2 - 01 - Animal products,Australia,1277734,1335813,,810764,537705,,
Côte d'Ivoire,MT2 - 01 - Animal products,Austria,55187,92440,,108019,76987,,
Côte d'Ivoire,MT2 - 01 - Animal products,Belgium,1987521,969158,,1725815,2095088,,
Côte d'Ivoire,MT2 - 01 - Animal products,Benin,,,,519,509,,
Côte d'Ivoire,MT2 - 01 - Animal products,Botswana,,,,,204,,
Côte d'Ivoire,MT2 - 01 - Animal products,Brazil,11057579,9207896,,11826703,10167625,,
Côte d'Ivoire,MT2 - 01 - Animal products,Bulgaria,2739,2406,,33565,7367,,
Côte d'Ivoire,MT2 - 01 - Animal products,Burkina Faso,789,1370,,606,4652,,
Côte d'Ivoire,MT2 - 01 - Animal products,Cameroon,,,,1139,270,,
Côte d'Ivoire,MT2 - 01 - Animal products,Canada,581760,1021530,,534779,1451260,,
Côte d'Ivoire,MT2 - 01 - Animal products,Central African Republic,,,,200,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Chile,4289,,,,18741,,
Côte d'Ivoire,MT2 - 01 - Animal products,China,11279,23279,,154,38656,,
Côte d'Ivoire,MT2 - 01 - Animal products,Colombia,,,,,121,,
Côte d'Ivoire,MT2 - 01 - Animal products,Croatia,,34928,,424504,449357,,
Côte d'Ivoire,MT2 - 01 - Animal products,Cyprus,18247,29958,,92753,51649,,
Côte d'Ivoire,MT2 - 01 - Animal products,Czech Republic,62742,225358,,94826,150014,,
Côte d'Ivoire,MT2 - 01 - Animal products,Democratic Republic of the Congo,,,,1058,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Denmark,521036,411368,,211273,448421,,
Côte d'Ivoire,MT2 - 01 - Animal products,Egypt,,,,353,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Estonia,537523,420658,,314657,372516,,
Côte d'Ivoire,MT2 - 01 - Animal products,Finland,,119288,,164684,280796,,
Côte d'Ivoire,MT2 - 01 - Animal products,France,22200085,26991028,,21047222,20011376,,
Côte d'Ivoire,MT2 - 01 - Animal products,Germany,9313342,13869172,,9965042,10517443,,
Côte d'Ivoire,MT2 - 01 - Animal products,Ghana,4676,25256,,33254,19209,,
Côte d'Ivoire,MT2 - 01 - Animal products,Greece,36476,139445,,34534,24861,,
Côte d'Ivoire,MT2 - 01 - Animal products,Guinea,,75251,,,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Hungary,11259,4020,,68797,42712,,
Côte d'Ivoire,MT2 - 01 - Animal products,Iceland,237453,326804,,86788,97363,,
Côte d'Ivoire,MT2 - 01 - Animal products,India,1954658,2738252,,415747,604947,,
Côte d'Ivoire,MT2 - 01 - Animal products,Indonesia,567,2633,,,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Iran,70702,,,25474,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Ireland,1358109,2825974,,3125543,5154269,,
Côte d'Ivoire,MT2 - 01 - Animal products,Israel,,50,,291617,181217,,
Côte d'Ivoire,MT2 - 01 - Animal products,Italy,7863563,9320470,,6361844,6463259,,
Côte d'Ivoire,MT2 - 01 - Animal products,Japan,436,,,0,84,,
Côte d'Ivoire,MT2 - 01 - Animal products,Jordan,,324,,,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Kenya,2560,2162,,843,254,,
Côte d'Ivoire,MT2 - 01 - Animal products,"Korea, Republic of",2142,2019,,1972,912,,
Côte d'Ivoire,MT2 - 01 - Animal products,Lebanese Republic,11269,3304,,14685,13189,,
Côte d'Ivoire,MT2 - 01 - Animal products,Liberia,,6321,,,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Lithuania,16734,4003,,169577,20224,,
Côte d'Ivoire,MT2 - 01 - Animal products,Luxembourg,,45983,,27812,24937,,
Côte d'Ivoire,MT2 - 01 - Animal products,Madagascar,,,,,172,,
Côte d'Ivoire,MT2 - 01 - Animal products,Malaysia,1008,,,1737,7777,,
Côte d'Ivoire,MT2 - 01 - Animal products,Mali,,227,,5912,3179,,
Côte d'Ivoire,MT2 - 01 - Animal products,Mauritius,,,,280,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Mexico,37177,35163,,41490,127977,,
Côte d'Ivoire,MT2 - 01 - Animal products,Montenegro,,,,,10763,,
Côte d'Ivoire,MT2 - 01 - Animal products,Morocco,58607,41247,,27364,17330,,
Côte d'Ivoire,MT2 - 01 - Animal products,Mozambique,,,,675,694,,
Côte d'Ivoire,MT2 - 01 - Animal products,Myanmar,,410,,,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Netherlands,3582787,5092995,,3879029,4356202,,
Côte d'Ivoire,MT2 - 01 - Animal products,New Zealand,244191,973749,,347865,104301,,
Côte d'Ivoire,MT2 - 01 - Animal products,Niger,8501,,,4136,479,,
Côte d'Ivoire,MT2 - 01 - Animal products,Nigeria,16,3773,,67,369,,
Côte d'Ivoire,MT2 - 01 - Animal products,Norway,60582,22422,,55557,171087,,
Côte d'Ivoire,MT2 - 01 - Animal products,Pakistan,,,,239,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Paraguay,158655,582991,,240080,222240,,
Côte d'Ivoire,MT2 - 01 - Animal products,Philippines,,,,1517,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Poland,6179357,1591395,,3776089,7158812,,
Côte d'Ivoire,MT2 - 01 - Animal products,Portugal,83640,104000,,166087,349862,,
Côte d'Ivoire,MT2 - 01 - Animal products,Russian Federation,,,,73119,48785,,
Côte d'Ivoire,MT2 - 01 - Animal products,"Saudi Arabia, Kingdom of",,53116,,6118,,,
Côte d'Ivoire,MT2 - 01 - Animal products,Senegal,197,589,,4528,849,,
